gene	ENSG_id	cohort	cancer_group	x_labels	mean	median	sd	efo_code	mondo_code	uberon_code	plot_api
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Cervix - Endocervix (N = 10)	5.14	3.64	4.09	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Colon - Sigmoid (N = 373)	1.67	1.55	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Colon - Transverse (N = 406)	2.02	1.92	0.87	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Fallopian Tube (N = 9)	3.32	2.8	1.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Kidney - Cortex (N = 85)	0.66	0.48	0.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Liver (N = 226)	0.17	0.12	0.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Lung (N = 578)	1.52	1.31	1.01	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Minor Salivary Gland (N = 162)	2.06	1.84	1.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Muscle - Skeletal (N = 803)	0.45	0.34	0.4	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Nerve - Tibial (N = 619)	3	2.89	1.11	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Ovary (N = 180)	5.42	4.51	3.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Pancreas (N = 328)	0.33	0.26	0.32	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Pituitary (N = 283)	2.24	2.04	1.12	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Prostate (N = 245)	2.24	2.08	1.05	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Spleen (N = 241)	3.1	2.8	1.43	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Stomach (N = 359)	0.76	0.65	0.46	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Testis (N = 361)	32.59	32.61	10.03	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Thyroid (N = 653)	1.07	0.95	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Uterus (N = 142)	6.07	4.65	4.41	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Vagina (N = 156)	3.16	2.98	1.37	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ewing sarcoma (N = 10)	Whole Blood (N = 755)	1.04	0.8	1.81	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	High-grade glioma/astrocytoma (N = 111)	10.16	4.63	17.95	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Adrenal Gland (N = 258)	0.72	0.63	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Artery - Aorta (N = 432)	1.45	1.3	0.74	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Artery - Coronary (N = 240)	1.37	1.14	0.95	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Artery - Tibial (N = 663)	0.75	0.61	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Bladder (N = 21)	1.98	1.85	1.25	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Amygdala (N = 152)	2.29	2.22	0.86	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Cerebellar Hemisphere (N = 215)	3.12	2.79	1.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Cerebellum (N = 241)	3.27	2.77	1.98	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Cortex (N = 255)	1.63	1.53	0.57	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Hippocampus (N = 197)	2.21	2.09	1	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Cervix - Endocervix (N = 10)	5.14	3.64	4.09	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Colon - Sigmoid (N = 373)	1.67	1.55	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Colon - Transverse (N = 406)	2.02	1.92	0.87	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Fallopian Tube (N = 9)	3.32	2.8	1.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Kidney - Cortex (N = 85)	0.66	0.48	0.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Liver (N = 226)	0.17	0.12	0.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Lung (N = 578)	1.52	1.31	1.01	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Minor Salivary Gland (N = 162)	2.06	1.84	1.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Muscle - Skeletal (N = 803)	0.45	0.34	0.4	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Nerve - Tibial (N = 619)	3	2.89	1.11	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Ovary (N = 180)	5.42	4.51	3.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Pancreas (N = 328)	0.33	0.26	0.32	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Pituitary (N = 283)	2.24	2.04	1.12	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Prostate (N = 245)	2.24	2.08	1.05	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Spleen (N = 241)	3.1	2.8	1.43	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Stomach (N = 359)	0.76	0.65	0.46	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Testis (N = 361)	32.59	32.61	10.03	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Thyroid (N = 653)	1.07	0.95	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Uterus (N = 142)	6.07	4.65	4.41	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Vagina (N = 156)	3.16	2.98	1.37	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	High-grade glioma/astrocytoma (N = 111)	Whole Blood (N = 755)	1.04	0.8	1.81	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Ependymoma (N = 93)	1.36	0.77	1.45	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Adrenal Gland (N = 258)	0.72	0.63	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Artery - Aorta (N = 432)	1.45	1.3	0.74	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Artery - Coronary (N = 240)	1.37	1.14	0.95	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Artery - Tibial (N = 663)	0.75	0.61	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Bladder (N = 21)	1.98	1.85	1.25	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Amygdala (N = 152)	2.29	2.22	0.86	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Cerebellar Hemisphere (N = 215)	3.12	2.79	1.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Cerebellum (N = 241)	3.27	2.77	1.98	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Cortex (N = 255)	1.63	1.53	0.57	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Hippocampus (N = 197)	2.21	2.09	1	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Cervix - Endocervix (N = 10)	5.14	3.64	4.09	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Colon - Sigmoid (N = 373)	1.67	1.55	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Colon - Transverse (N = 406)	2.02	1.92	0.87	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Fallopian Tube (N = 9)	3.32	2.8	1.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Kidney - Cortex (N = 85)	0.66	0.48	0.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Liver (N = 226)	0.17	0.12	0.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Lung (N = 578)	1.52	1.31	1.01	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Minor Salivary Gland (N = 162)	2.06	1.84	1.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Muscle - Skeletal (N = 803)	0.45	0.34	0.4	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Nerve - Tibial (N = 619)	3	2.89	1.11	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Ovary (N = 180)	5.42	4.51	3.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Pancreas (N = 328)	0.33	0.26	0.32	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Pituitary (N = 283)	2.24	2.04	1.12	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Prostate (N = 245)	2.24	2.08	1.05	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Skin - Sun Exposed (Lower leg) (N = 701)	10.98	10.5	4.54	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Small Intestine - Terminal Ileum (N = 187)	2.74	2.13	2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Spleen (N = 241)	3.1	2.8	1.43	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Stomach (N = 359)	0.76	0.65	0.46	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Testis (N = 361)	32.59	32.61	10.03	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Thyroid (N = 653)	1.07	0.95	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Uterus (N = 142)	6.07	4.65	4.41	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Vagina (N = 156)	3.16	2.98	1.37	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	Ependymoma (N = 93)	Whole Blood (N = 755)	1.04	0.8	1.81	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	CNS Embryonal tumor (N = 15)	26.97	14.75	32.96	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Adipose - Subcutaneous (N = 663)	1.76	1.66	0.82	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Adipose - Visceral (Omentum) (N = 541)	1.2	1.04	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Adrenal Gland (N = 258)	0.72	0.63	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Artery - Aorta (N = 432)	1.45	1.3	0.74	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Artery - Coronary (N = 240)	1.37	1.14	0.95	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Artery - Tibial (N = 663)	0.75	0.61	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Bladder (N = 21)	1.98	1.85	1.25	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Amygdala (N = 152)	2.29	2.22	0.86	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Anterior cingulate cortex (BA24) (N = 176)	1.86	1.78	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Caudate (basal ganglia) (N = 246)	1.35	1.35	0.5	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Cerebellar Hemisphere (N = 215)	3.12	2.79	1.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Cerebellum (N = 241)	3.27	2.77	1.98	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Cortex (N = 255)	1.63	1.53	0.57	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Frontal Cortex (BA9) (N = 209)	1.61	1.56	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Hippocampus (N = 197)	2.21	2.09	1	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Hypothalamus (N = 202)	1.58	1.45	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Nucleus accumbens (basal ganglia) (N = 246)	1.36	1.28	0.69	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Putamen (basal ganglia) (N = 205)	1.32	1.24	0.58	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Spinal cord (cervical c-1) (N = 159)	3.34	3.2	1.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Brain - Substantia nigra (N = 139)	1.74	1.59	0.96	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Breast - Mammary Tissue (N = 459)	2.27	1.88	1.62	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Cells - Cultured fibroblasts (N = 504)	1.3	1.21	0.6	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Cells - EBV-transformed lymphocytes (N = 174)	2.61	2.33	1.56	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Cervix - Ectocervix (N = 9)	4.63	3.68	2.91	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Cervix - Endocervix (N = 10)	5.14	3.64	4.09	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Colon - Sigmoid (N = 373)	1.67	1.55	0.83	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Colon - Transverse (N = 406)	2.02	1.92	0.87	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Esophagus - Gastroesophageal Junction (N = 375)	1.13	0.99	0.61	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Esophagus - Mucosa (N = 555)	1.16	1.04	0.59	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Esophagus - Muscularis (N = 515)	1.19	1.05	0.65	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Fallopian Tube (N = 9)	3.32	2.8	1.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Heart - Atrial Appendage (N = 429)	0.63	0.56	0.36	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Heart - Left Ventricle (N = 432)	0.44	0.34	0.42	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Kidney - Cortex (N = 85)	0.66	0.48	0.75	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Liver (N = 226)	0.17	0.12	0.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Lung (N = 578)	1.52	1.31	1.01	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Minor Salivary Gland (N = 162)	2.06	1.84	1.2	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Muscle - Skeletal (N = 803)	0.45	0.34	0.4	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Nerve - Tibial (N = 619)	3	2.89	1.11	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Ovary (N = 180)	5.42	4.51	3.52	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Pancreas (N = 328)	0.33	0.26	0.32	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Pituitary (N = 283)	2.24	2.04	1.12	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Prostate (N = 245)	2.24	2.08	1.05	NA	NA	NA	NA
GPC2	NA	PBTA, GTEx	CNS Embryonal tumor (N = 15)	Skin - Not Sun Exposed (Suprapubic) (N = 604)	13.99	13.12	6.07	NA	NA	NA	NA
