symbol	geneID	prevSymbols	synonyms	name	organism
TNFRSF17	608	BCMA	BCM,CD269,TNFRSF13A	TNF RECEPTOR SUPERFAMILY MEMBER 17	human
EWSR1	2130		EWS	EWS RNA BINDING PROTEIN 1	human
TIE1	7075	TIE	JTK14	TYROSINE KINASE WITH IMMUNOGLOBULIN LIKE AND EGF LIKE DOMAINS 1	human
STAT3	6774		APRF	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 3	human
NPY1R	4886	NPYR		NEUROPEPTIDE Y RECEPTOR Y1	human
BATF	10538		B-ATF,SFA-2,BATF1	BASIC LEUCINE ZIPPER ATF-LIKE TRANSCRIPTION FACTOR	human
ZNF35	7584		HF.10,HF10,ZFP105	ZINC FINGER PROTEIN 35	human
PIK3R1	5295		GRB1,P85-ALPHA,P85	PHOSPHOINOSITIDE-3-KINASE REGULATORY SUBUNIT 1	human
RAPH1	65059	ALS2CR9,ALS2CR18	KIAA1681	RAS ASSOCIATION (RALGDS/AF-6) AND PLECKSTRIN HOMOLOGY DOMAINS 1	human
LEF1	51176		TCF1ALPHA,TCF10,TCF7L3	LYMPHOID ENHANCER BINDING FACTOR 1	human
RNF217-AS1	7955		STL	RNF217 ANTISENSE RNA 1 (HEAD TO HEAD)	human
ARID2	196528		KIAA1557,DKFZP686G052,FLJ30619,BAF200	AT-RICH INTERACTION DOMAIN 2	human
PKDREJ	10343			POLYCYSTIN (PKD) FAMILY RECEPTOR FOR EGG JELLY	human
NFAT5	10725		TONEBP,KIAA0827,NFATL1,OREBP,NFATZ,NF-AT5	NUCLEAR FACTOR OF ACTIVATED T-CELLS 5	human
GNA12	2768		GEP	G PROTEIN SUBUNIT ALPHA 12	human
CDT1	81620		DUP,RIS2	CHROMATIN LICENSING AND DNA REPLICATION FACTOR 1	human
RBM34	23029		KIAA0117	RNA BINDING MOTIF PROTEIN 34	human
EMSY	56946	C11ORF30		EMSY, BRCA2 INTERACTING TRANSCRIPTIONAL REPRESSOR	human
RNF157	114804		KIAA1917	RING FINGER PROTEIN 157	human
TMEM104	54868		FLJ20255,FLJ00021	TRANSMEMBRANE PROTEIN 104	human
ST6GAL1	6480	SIAT1		ST6 BETA-GALACTOSIDE ALPHA-2,6-SIALYLTRANSFERASE 1	human
BRCA1	672		RNF53,BRCC1,PPP1R53,FANCS	BRCA1, DNA REPAIR ASSOCIATED	human
KIAA0895L	653319		LOC653319	KIAA0895 LIKE	human
PDE4DIP	9659	CMYA2	KIAA0477,KIAA0454,MMGL	PHOSPHODIESTERASE 4D INTERACTING PROTEIN	human
BRIP1	83990		OF,BACH1,FANCJ	BRCA1 INTERACTING PROTEIN C-TERMINAL HELICASE 1	human
PBRM1	55193		BAF180,PB1	POLYBROMO 1	human
TCF3	6929		E2A,ITF1,MGC129647,MGC129648,BHLHB21,VDIR,E47	TRANSCRIPTION FACTOR 3	human
PEBP1	5037	PBP	RKIP,HCNP,PEBP	PHOSPHATIDYLETHANOLAMINE BINDING PROTEIN 1	human
TRPV1	7442	VR1		TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 1	human
KDSR	2531	FVT1	DHSR,SDR35C1	3-KETODIHYDROSPHINGOSINE REDUCTASE	human
CFAP20	29105	C16ORF80	GTL3,FSAP23	CILIA AND FLAGELLA ASSOCIATED PROTEIN 20	human
TCTA	6988			T-CELL LEUKEMIA TRANSLOCATION ALTERED	human
RORC	6097		RZRG,RORG,NR1F3,TOR	RAR RELATED ORPHAN RECEPTOR C	human
PPM1D	8493		WIP1,PP2C-DELTA	PROTEIN PHOSPHATASE, MG2+/MN2+ DEPENDENT 1D	human
NCOA3	8202		RAC3,AIB1,ACTR,P/CIP,TRAM-1,CAGH16,TNRC16,KAT13B,BHLHE42,SRC-3,SRC3	NUCLEAR RECEPTOR COACTIVATOR 3	human
WT1	7490	GUD	WAGR,WIT-2,AWT1,NPHS4	WILMS TUMOR 1	human
FGF4	2249	HSTF1	K-FGF,HBGF-4,HST,HST-1,KFGF	FIBROBLAST GROWTH FACTOR 4	human
MIR125A	406910	MIRN125A	HSA-MIR-125A	MICRORNA 125A	human
ATP8B1	5205	FIC1,BRIC,PFIC1	ATPIC,PFIC	ATPASE PHOSPHOLIPID TRANSPORTING 8B1	human
KCMF1	56888		DEBT91,PCMF,DKFZP434L1021,ZZZ1	POTASSIUM CHANNEL MODULATORY FACTOR 1	human
MAPK9	5601	PRKM9	JNK2,P54A,SAPK	MITOGEN-ACTIVATED PROTEIN KINASE 9	human
SEMA5B	54437	SEMAG	SEMG,KIAA1445,FLJ10372	SEMAPHORIN 5B	human
ARHGAP20	57569		KIAA1391	RHO GTPASE ACTIVATING PROTEIN 20	human
ZNF569	148266		FLJ32053,ZAP1	ZINC FINGER PROTEIN 569	human
ERG	2078		ERG-3,P55	ERG, ETS TRANSCRIPTION FACTOR	human
UBE2D2	7322		UBCH5B,UBC4	UBIQUITIN CONJUGATING ENZYME E2 D2	human
EEF1A2	1917	STNL,STN	EEF1AL,HS1	EUKARYOTIC TRANSLATION ELONGATION FACTOR 1 ALPHA 2	human
FOXO3	2309	FKHRL1,FOXO3A	AF6Q21,FOXO2	FORKHEAD BOX O3	human
E2F3	1871			E2F TRANSCRIPTION FACTOR 3	human
MUC13	56667	DRCC1		MUCIN 13, CELL SURFACE ASSOCIATED	human
PLK1	5347	PLK		POLO LIKE KINASE 1	human
PDCD4	27250		H731	PROGRAMMED CELL DEATH 4	human
ARMCX2	9823		ALEX2,KIAA0512,GASP9	ARMADILLO REPEAT CONTAINING, X-LINKED 2	human
TCEA1	6917	TCEA,GTF2S	SII,TF2S,TFIIS	TRANSCRIPTION ELONGATION FACTOR A1	human
SET	6418		PHAPII,2PP2A,IPP2A2	SET NUCLEAR PROTO-ONCOGENE	human
NTRK2	4915		TRKB	NEUROTROPHIC RECEPTOR TYROSINE KINASE 2	human
PIGR	5284			POLYMERIC IMMUNOGLOBULIN RECEPTOR	human
PPP1R1A	5502			PROTEIN PHOSPHATASE 1 REGULATORY INHIBITOR SUBUNIT 1A	human
YBX1	4904	NSEP1	YB-1,YB1,DBPB,NSEP-1,MDR-NF1,BP-8,CSDB,CSDA2	Y-BOX BINDING PROTEIN 1	human
TFE3	7030		TFEA,BHLHE33	TRANSCRIPTION FACTOR BINDING TO IGHM ENHANCER 3	human
CYP2A6	1548	CYP2A3	CPA6,CYP2A	CYTOCHROME P450 FAMILY 2 SUBFAMILY A MEMBER 6	human
CXCL10	3627	INP10,SCYB10	IFI10,IP-10,CRG-2,MOB-1,C7,GIP-10	C-X-C MOTIF CHEMOKINE LIGAND 10	human
ECM1	1893			EXTRACELLULAR MATRIX PROTEIN 1	human
RECQL	5965		RECQ1,RECQL1	RECQ LIKE HELICASE	human
SNX29	92017	RUNDC2A	FLJ12363	SORTING NEXIN 29	human
TTC39B	158219	C9ORF52	FLJ33868	TETRATRICOPEPTIDE REPEAT DOMAIN 39B	human
IDO2	169355	INDOL1		INDOLEAMINE 2,3-DIOXYGENASE 2	human
CSTB	1476	EPM1,STFB	CST6,PME	CYSTATIN B	human
APOBEC2	10930		ARCD1,ARP1	APOLIPOPROTEIN B MRNA EDITING ENZYME CATALYTIC SUBUNIT 2	human
RAB1A	5861	RAB1	YPT1	RAB1A, MEMBER RAS ONCOGENE FAMILY	human
PDGFRL	5157		PRLTS	PLATELET DERIVED GROWTH FACTOR RECEPTOR LIKE	human
HIST1H1C	3006	H1F2	H1.2,H1S-1,H1C	HISTONE CLUSTER 1 H1 FAMILY MEMBER C	human
S100A13	6284			S100 CALCIUM BINDING PROTEIN A13	human
MIR106A	406899	MIRN106A	HSA-MIR-106A	MICRORNA 106A	human
KLK7	5650	PRSS6	SCCE	KALLIKREIN RELATED PEPTIDASE 7	human
USP7	7874	HAUSP		UBIQUITIN SPECIFIC PEPTIDASE 7	human
MEF2C	4208			MYOCYTE ENHANCER FACTOR 2C	human
TEK	7010	VMCM	TIE2,TIE-2,VMCM1,CD202B	TEK RECEPTOR TYROSINE KINASE	human
DLX4	1748	DLX7,DLX9	DLX8,BP1	DISTAL-LESS HOMEOBOX 4	human
CFP	5199	PFC		COMPLEMENT FACTOR PROPERDIN	human
U2AF1	7307	U2AFBP	U2AF35,RNU2AF1,RN	U2 SMALL NUCLEAR RNA AUXILIARY FACTOR 1	human
DPT	1805			DERMATOPONTIN	human
ARHGAP4	393		KIAA0131,C1,P115,RHOGAP4,SRGAP4	RHO GTPASE ACTIVATING PROTEIN 4	human
ING2	3622	ING1L	P33ING2	INHIBITOR OF GROWTH FAMILY MEMBER 2	human
WWP1	11059		AIP5,DKFZP434D2111	WW DOMAIN CONTAINING E3 UBIQUITIN PROTEIN LIGASE 1	human
IL3	3562		IL-3,MULTI-CSF,MCGF,MGC79398,MGC79399	INTERLEUKIN 3	human
ERAS	3266	HRAS2,HRASP		ES CELL EXPRESSED RAS	human
SCNN1B	6338		ENACBETA	SODIUM CHANNEL EPITHELIAL 1 BETA SUBUNIT	human
NFKB1	4790		KBF1,P105,NFKB-P50,P50,NF-KAPPAB,NFKAPPAB,NF-KB1	NUCLEAR FACTOR KAPPA B SUBUNIT 1	human
BAG1	573			BCL2 ASSOCIATED ATHANOGENE 1	human
PAX8	7849			PAIRED BOX 8	human
CHL1	10752		CALL,L1CAM2,FLJ44930,MGC132578	CELL ADHESION MOLECULE L1 LIKE	human
BRAT1	221927	C7ORF27,BAAT1	MGC22916	BRCA1 ASSOCIATED ATM ACTIVATOR 1	human
IL16	3603		LCF,IL-16,PRIL-16,HST19289,FLJ42735,FLJ16806	INTERLEUKIN 16	human
PTN	5764	NEGF1	HBNF,HBGF8	PLEIOTROPHIN	human
SS18	6760	SSXT	SYT	SS18, NBAF CHROMATIN REMODELING COMPLEX SUBUNIT	human
TERT	7015		TRT,TP2,TCS1,HEST2,EST2	TELOMERASE REVERSE TRANSCRIPTASE	human
KDM8	79831	JMJD5	FLJ13798	LYSINE DEMETHYLASE 8	human
MLF1	4291			MYELOID LEUKEMIA FACTOR 1	human
SSTR2	6752			SOMATOSTATIN RECEPTOR 2	human
LYN	4067		JTK8	LYN PROTO-ONCOGENE, SRC FAMILY TYROSINE KINASE	human
RACK1	10399	GNB2L1	GNB2-RS1,H12.3	RECEPTOR FOR ACTIVATED C KINASE 1	human
HOXA9	3205	HOX1G,HOX1		HOMEOBOX A9	human
TCIRG1	10312		TIRC7,OC-116,OC116,ATP6N1C,ATP6I,A3,ATP6V0A3	T-CELL IMMUNE REGULATOR 1, ATPASE H+ TRANSPORTING V0 SUBUNIT A3	human
FUT8	2530			FUCOSYLTRANSFERASE 8	human
FBXW7	55294		AGO,FLJ11071,SEL-10,SEL10,FBW7,FBX30,CDC4,FBXW6	F-BOX AND WD REPEAT DOMAIN CONTAINING 7	human
ABHD2	11057		LABH2	ABHYDROLASE DOMAIN CONTAINING 2	human
CCR9	10803	GPR28	GPR-9-6,CDW199	C-C MOTIF CHEMOKINE RECEPTOR 9	human
CDC34	997		E2-CDC34,UBE2R1,UBC3	CELL DIVISION CYCLE 34	human
SDE2	163859	C1ORF55	FLJ35382	SDE2 TELOMERE MAINTENANCE HOMOLOG	human
DTX2	113878		RNF58,KIAA1528	DELTEX E3 UBIQUITIN LIGASE 2	human
TNFRSF6B	8771		DCR3,DCR3,TR6,M68	TNF RECEPTOR SUPERFAMILY MEMBER 6B	human
TMPRSS4	56649		TMPRSS3,MT-SP2	TRANSMEMBRANE PROTEASE, SERINE 4	human
SORL1	6653	C11ORF32	GP250,LR11,LRP9,SORLA,SORLA-1	SORTILIN RELATED RECEPTOR 1	human
H2AFX	3014	H2AX		H2A HISTONE FAMILY MEMBER X	human
GATA1	2623	GF1	ERYF1,NFE1,GATA-1,NF-E1	GATA BINDING PROTEIN 1	human
EIF1AX	1964	EIF4C,EIF1A	EIF-1A,EIF-4C	EUKARYOTIC TRANSLATION INITIATION FACTOR 1A, X-LINKED	human
BTRC	8945		BTRCP,BETATRCP,FBXW1A,FWD1,BETA-TRCP1,BTRCP1	BETA-TRANSDUCIN REPEAT CONTAINING E3 UBIQUITIN PROTEIN LIGASE	human
DNAH9	1770	DNAH17L	DNAHC9,KIAA0357,HL20,HL-20,DNAL1,DYH9	DYNEIN AXONEMAL HEAVY CHAIN 9	human
RBBP6	5930		P2P-R,PACT,SNAMA	RB BINDING PROTEIN 6, UBIQUITIN LIGASE	human
JUN	3725		C-JUN,AP-1	JUN PROTO-ONCOGENE, AP-1 TRANSCRIPTION FACTOR SUBUNIT	human
STARD13	90627	LINC00464	GT650,DLC2,ARHGAP37	STAR RELATED LIPID TRANSFER DOMAIN CONTAINING 13	human
THY1	7070		CD90	THY-1 CELL SURFACE ANTIGEN	human
TRIM33	51592		TIF1GAMMA,FLJ11429,KIAA1113,TIFGAMMA,RFG7,TF1G,TIF1G,PTC7	TRIPARTITE MOTIF CONTAINING 33	human
MAP3K7	6885	TAK1	MEKK7	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7	human
HIVEP1	3096	ZNF40	CIRIP,MBP-1,CRYBP1,PRDII-BF1,ZAS1,SCHNURRI-1,ZNF40A	HUMAN IMMUNODEFICIENCY VIRUS TYPE I ENHANCER BINDING PROTEIN 1	human
CDC73	79577	C1ORF28,HRPT2,HRPT1	PARAFIBROMIN,FIHP	CELL DIVISION CYCLE 73	human
NSD3	54904	WHSC1L1	FLJ20353,WHISTLE,KMT3F	NUCLEAR RECEPTOR BINDING SET DOMAIN PROTEIN 3	human
ENPP2	5168	PDNP2	ATX,PD-IALPHA	ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE 2	human
ABR	29		MDB	ACTIVE BCR-RELATED	human
SDHD	6392	PGL,PGL1	CYBS	SUCCINATE DEHYDROGENASE COMPLEX SUBUNIT D	human
DMBT1	1755		GP340,MUCLIN,SALSA	DELETED IN MALIGNANT BRAIN TUMORS 1	human
GRN	2896		PCDGF,PGRN,CLN11	GRANULIN PRECURSOR	human
SHH	6469	HPE3,HLP3	HHG1,SMMCI,TPT,TPTPS,MCOPCB5	SONIC HEDGEHOG	human
JAKMIP1	152789		MARLIN1,JAMIP1,GABABRBP,FLJ31564	JANUS KINASE AND MICROTUBULE INTERACTING PROTEIN 1	human
EGR1	1958		TIS8,G0S30,NGFI-A,KROX-24,ZIF-268,AT225,ZNF225	EARLY GROWTH RESPONSE 1	human
NKX3-1	4824	NKX3A	NKX3.1,BAPX2	NK3 HOMEOBOX 1	human
ARMCX1	51309		ALEX1,GASP7	ARMADILLO REPEAT CONTAINING, X-LINKED 1	human
SFPQ	6421		PSF,PPP1R140	SPLICING FACTOR PROLINE AND GLUTAMINE RICH	human
AUH	549			AU RNA BINDING METHYLGLUTACONYL-COA HYDRATASE	human
ERCC4	2072	XPF	RAD1,FANCQ	ERCC EXCISION REPAIR 4, ENDONUCLEASE CATALYTIC SUBUNIT	human
SARNP	84324		THO1,HCC-1,CIP29	SAP DOMAIN CONTAINING RIBONUCLEOPROTEIN	human
RASGRF2	5924		GRF2,RAS-GRF2	RAS PROTEIN SPECIFIC GUANINE NUCLEOTIDE RELEASING FACTOR 2	human
SLC9A9	285195		FLJ35613,NHE9	SOLUTE CARRIER FAMILY 9 MEMBER A9	human
LRP2	4036		GP330,DBS	LDL RECEPTOR RELATED PROTEIN 2	human
ATR	545		FRP1,SCKL,SCKL1,MEC1	ATR SERINE/THREONINE KINASE	human
ZEB2	9839	ZFHX1B	KIAA0569,SIP-1,SIP1	ZINC FINGER E-BOX BINDING HOMEOBOX 2	human
ASCL1	429		ASH1,HASH1,BHLHA46	ACHAETE-SCUTE FAMILY BHLH TRANSCRIPTION FACTOR 1	human
HOXA13	3209	HOX1J,HOX1		HOMEOBOX A13	human
CCNA2	890	CCNA,CCN1		CYCLIN A2	human
CDK5R1	8851		P35NCK5A,NCK5A,P35	CYCLIN DEPENDENT KINASE 5 REGULATORY SUBUNIT 1	human
PCDHB15	56121		PCDH-BETA15	PROTOCADHERIN BETA 15	human
PRDM2	7799		RIZ,RIZ1,RIZ2,KMT8,MTB-ZF,HUMHOXY1,KMT8A	PR/SET DOMAIN 2	human
MN1	4330	MGCR	MGCR1-PEN,MGCR1	MN1 PROTO-ONCOGENE, TRANSCRIPTIONAL REGULATOR	human
KLK4	9622	PRSS17	EMSP,EMSP1,PSTS,KLK-L1	KALLIKREIN RELATED PEPTIDASE 4	human
PRRX2	51450		PRX2,PMX2	PAIRED RELATED HOMEOBOX 2	human
TGFB3	7043	ARVD1,ARVD		TRANSFORMING GROWTH FACTOR BETA 3	human
SMAD3	4088	MADH3	JV15-2,HST17436	SMAD FAMILY MEMBER 3	human
NPAP1	23742	C15ORF2		NUCLEAR PORE ASSOCIATED PROTEIN 1	human
TMEM86A	144110		FLJ90119	TRANSMEMBRANE PROTEIN 86A	human
DNAJC6	9829		KIAA0473,PARK19	DNAJ HEAT SHOCK PROTEIN FAMILY (HSP40) MEMBER C6	human
FMOD	2331		SLRR2E	FIBROMODULIN	human
DYM	54808		FLJ20071,DMC,SMC	DYMECLIN	human
HOXD13	3239	HOX4I,SPD		HOMEOBOX D13	human
TFF1	7031	BCEI	D21S21,HPS2,PS2,PNR-2,HP1.A	TREFOIL FACTOR 1	human
SLC19A1	6573		FOLT,RFC1	SOLUTE CARRIER FAMILY 19 MEMBER 1	human
RGS3	5998		C2PA,FLJ20370,PDZ-RGS3	REGULATOR OF G-PROTEIN SIGNALING 3	human
IL17A	3605	CTLA8,IL17	IL-17A,IL-17	INTERLEUKIN 17A	human
B2M	567			BETA-2-MICROGLOBULIN	human
RPL10	6134		NOV,QM,DXS648E,DXS648,FLJ23544,L10	RIBOSOMAL PROTEIN L10	human
RAP1B	5908		K-REV,RAL1B,DKFZP586H0723	RAP1B, MEMBER OF RAS ONCOGENE FAMILY	human
MAML2	84441		KIAA1819,MAM3	MASTERMIND LIKE TRANSCRIPTIONAL COACTIVATOR 2	human
KPNA5	3841		SRP6,IPOA6	KARYOPHERIN SUBUNIT ALPHA 5	human
IL22RA1	58985	IL22R	CRF2-9	INTERLEUKIN 22 RECEPTOR SUBUNIT ALPHA 1	human
MLLT3	4300		AF-9,AF9,YEATS3	MLLT3, SUPER ELONGATION COMPLEX SUBUNIT	human
FGF10	2255			FIBROBLAST GROWTH FACTOR 10	human
RRM1	6240			RIBONUCLEOTIDE REDUCTASE CATALYTIC SUBUNIT M1	human
RMRP	6023	CHH	RMRPR,RRP2,NME1	RNA COMPONENT OF MITOCHONDRIAL RNA PROCESSING ENDORIBONUCLEASE	human
IL21R	50615		CD360	INTERLEUKIN 21 RECEPTOR	human
IFRD2	7866		SKMC15,SM15,IFNRP	INTERFERON RELATED DEVELOPMENTAL REGULATOR 2	human
STK4	6789		MST1,KRS2,YSK3	SERINE/THREONINE KINASE 4	human
MIRLET7G	406890	MIRNLET7G	HSA-LET-7G	MICRORNA LET-7G	human
MAP2K4	6416	SERK1	MEK4,JNKK1,PRKMK4,MKK4	MITOGEN-ACTIVATED PROTEIN KINASE KINASE 4	human
HSP90B1	7184	TRA1	GP96,GRP94	HEAT SHOCK PROTEIN 90 BETA FAMILY MEMBER 1	human
METAP2	10988		MNPEP,P67,MAP2	METHIONYL AMINOPEPTIDASE 2	human
PNMA1	9240		MA1	PARANEOPLASTIC MA ANTIGEN 1	human
SKIL	6498		SNO,SNON,SNOA	SKI LIKE PROTO-ONCOGENE	human
ARNT	405		HIF-1BETA,BHLHE2	ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR	human
ETV5	2119		ERM	ETS VARIANT 5	human
ASPSCR1	79058		ASPS,ASPL,UBXD9,UBXN9,TUG	ASPSCR1, UBX DOMAIN CONTAINING TETHER FOR SLC2A4	human
NAT2	10	AAC2		N-ACETYLTRANSFERASE 2	human
PPARG	5468		PPARG1,PPARG2,NR1C3,PPARGAMMA	PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR GAMMA	human
TLX3	30012	HOX11L2	RNX	T-CELL LEUKEMIA HOMEOBOX 3	human
TRIM27	5987	RFP	RNF76	TRIPARTITE MOTIF CONTAINING 27	human
PAFAH1B2	5049			PLATELET ACTIVATING FACTOR ACETYLHYDROLASE 1B CATALYTIC SUBUNIT 2	human
ACSL3	2181	FACL3	ACS3,PRO2194	ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 3	human
IGFBP5	3488			INSULIN LIKE GROWTH FACTOR BINDING PROTEIN 5	human
KAT5	10524	HTATIP	TIP60,PLIP,CPLA2,HTATIP1,ESA1,ZC2HC5	LYSINE ACETYLTRANSFERASE 5	human
EIF3C	8663	EIF3S8	EIF3-P110,EIF3C	EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT C	human
SNAI1	6615		SNA,SLUGH2,SNAH,SNAIL1,SNAIL	SNAIL FAMILY TRANSCRIPTIONAL REPRESSOR 1	human
CLIC4	25932		DKFZP566G223,CLIC4L,P64H1,H1,HUH1,P64H1	CHLORIDE INTRACELLULAR CHANNEL 4	human
CDC27	996	D0S1430E,D17S978E	APC3,ANAPC3,NUC2	CELL DIVISION CYCLE 27	human
NSD2	7468	WHSC1	MMSET,KMT3G	NUCLEAR RECEPTOR BINDING SET DOMAIN PROTEIN 2	human
ARID1B	57492		KIAA1235,ELD/OSA1,P250R,BAF250B,DAN15,6A3-5	AT-RICH INTERACTION DOMAIN 1B	human
VCAN	1462	CSPG2	PG-M	VERSICAN	human
AKAP12	9590		AKAP250,SSECKS	A-KINASE ANCHORING PROTEIN 12	human
RLF	6018		ZNF292L,ZN-15L	REARRANGED L-MYC FUSION	human
RSPH1	89765	TSGA2	FLJ32753,RSP44,RSPH10A,CILD24	RADIAL SPOKE HEAD 1 HOMOLOG	human
SLAMF6	114836		KALI,NTBA,KALIB,LY108,SF2000,NTB-A,CD352	SLAM FAMILY MEMBER 6	human
THBS3	7059			THROMBOSPONDIN 3	human
TCL6	27004		TCL6E1,TNG2,TNG1	T-CELL LEUKEMIA/LYMPHOMA 6 (NON-PROTEIN CODING)	human
SYNPO2	171024		MYOPODIN	SYNAPTOPODIN 2	human
GPHN	10243		KIAA1385	GEPHYRIN	human
TNFSF13B	10673	TNFSF20	BAFF,THANK,BLYS,TALL-1,TALL1,CD257	TUMOR NECROSIS FACTOR SUPERFAMILY MEMBER 13B	human
MAPK10	5602	PRKM10	JNK3,P493F12,P54BSAPK	MITOGEN-ACTIVATED PROTEIN KINASE 10	human
MAMDC4	158056		AEGP,DKFZP434M1411	MAM DOMAIN CONTAINING 4	human
IKZF1	10320	ZNFN1A1	HIK-1,LYF-1,HS.54452,IKAROS,PPP1R92	IKAROS FAMILY ZINC FINGER 1	human
PTPN21	11099		PTPD1,PTPRL10	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 21	human
JDP2	122953		JUNDM2	JUN DIMERIZATION PROTEIN 2	human
WNT6	7475			WNT FAMILY MEMBER 6	human
EDRF1	26098	C10ORF137	DKFZP586F1019,FLJ21617	ERYTHROID DIFFERENTIATION REGULATORY FACTOR 1	human
LHFP	10186		MGC22429	LIPOMA HMGIC FUSION PARTNER	human
GPA33	10223		A33	GLYCOPROTEIN A33	human
RHOC	389	ARH9,ARHC	RHOC	RAS HOMOLOG FAMILY MEMBER C	human
RALB	5899			RAS LIKE PROTO-ONCOGENE B	human
RRAS2	22800		TC21	RELATED RAS VIRAL (R-RAS) ONCOGENE HOMOLOG 2	human
SEPT5	5413	PNUTL1	HCDCREL-1,H5	SEPTIN 5	human
TNFRSF11B	4982	OPG	OCIF,TR1	TNF RECEPTOR SUPERFAMILY MEMBER 11B	human
KRT26	353288	KRT25B		KERATIN 26	human
IGFBP2	3485	IBP2		INSULIN LIKE GROWTH FACTOR BINDING PROTEIN 2	human
ME3	10873			MALIC ENZYME 3	human
MIF	4282	GLIF	GIF	MACROPHAGE MIGRATION INHIBITORY FACTOR (GLYCOSYLATION-INHIBITING FACTOR)	human
KIF14	9928		KIAA0042	KINESIN FAMILY MEMBER 14	human
PBX2	5089		G17,HOX12,PBX2MHC	PBX HOMEOBOX 2	human
BMI1	648	PCGF4	RNF51	BMI1 PROTO-ONCOGENE, POLYCOMB RING FINGER	human
PMS1	5378	PMSL1	MLH2	PMS1 HOMOLOG 1, MISMATCH REPAIR SYSTEM COMPONENT	human
TCL1B	9623		TML1	T-CELL LEUKEMIA/LYMPHOMA 1B	human
IL17RB	55540	IL17BR	IL17RH1,EVI27,CRL4	INTERLEUKIN 17 RECEPTOR B	human
CNBP	7555	DM2,ZNF9	RNF163,ZCCHC22,CNBP1	CCHC-TYPE ZINC FINGER NUCLEIC ACID BINDING PROTEIN	human
GGH	8836			GAMMA-GLUTAMYL HYDROLASE	human
FGFR2	2263	KGFR,BEK,CFD1,JWS	CEK3,TK14,TK25,ECT1,K-SAM,CD332	FIBROBLAST GROWTH FACTOR RECEPTOR 2	human
NCAPD2	9918		CNAP1,HCAP-D2,CAP-D2,KIAA0159	NON-SMC CONDENSIN I COMPLEX SUBUNIT D2	human
MYB	4602		C-MYB	MYB PROTO-ONCOGENE, TRANSCRIPTION FACTOR	human
PDX1	3651	IPF1	IDX-1,STF-1,PDX-1,MODY4	PANCREATIC AND DUODENAL HOMEOBOX 1	human
ZBTB33	10009		ZNF-KAISO,KAISO,WUGSC:H_DJ525N14.1,KAISO,ZNF348	ZINC FINGER AND BTB DOMAIN CONTAINING 33	human
ZMYM2	7750	ZNF198	RAMP,FIM,MYM	ZINC FINGER MYM-TYPE CONTAINING 2	human
MTUS1	57509		MTSG1,KIAA1288,DKFZP586D1519,FLJ14295,ATIP1,MP44,ATBP,ICIS	MICROTUBULE ASSOCIATED TUMOR SUPPRESSOR 1	human
KIT	3815	PBT	CD117,SCFR,C-KIT	KIT PROTO-ONCOGENE RECEPTOR TYROSINE KINASE	human
ARF6	382			ADP RIBOSYLATION FACTOR 6	human
STAT6	6778		D12S1644,IL-4-STAT	SIGNAL TRANSDUCER AND ACTIVATOR OF TRANSCRIPTION 6	human
KLF5	688	BTEB2	IKLF,CKLF	KRUPPEL LIKE FACTOR 5	human
PHIP	55023	WDR11	NDRP,FLJ20705,DCAF14,BRWD2	PLECKSTRIN HOMOLOGY DOMAIN INTERACTING PROTEIN	human
MIB2	142678	ZZANK1	SKELETROPHIN,ZZZ5,FLJ39787	MINDBOMB E3 UBIQUITIN PROTEIN LIGASE 2	human
SELE	6401	ELAM1,ELAM	ESEL,CD62E	SELECTIN E	human
RHBDF2	79651	RHBDL6,TOC	FLJ22341,RHBDL5,TOCG,IRHOM2	RHOMBOID 5 HOMOLOG 2	human
DIRC2	84925		FLJ14784,RCC4	DISRUPTED IN RENAL CARCINOMA 2	human
THPO	7066	MGDF	TPO,MPLLG	THROMBOPOIETIN	human
E2F4	1874		E2F-4	E2F TRANSCRIPTION FACTOR 4	human
ZNF668	79759		FLJ13479	ZINC FINGER PROTEIN 668	human
CBX4	8535		HPC2,PC2,NBP16	CHROMOBOX 4	human
GOPC	57120		DJ94G16.2,PIST,FIG,GOPC1,CAL	GOLGI ASSOCIATED PDZ AND COILED-COIL MOTIF CONTAINING	human
ZFYVE26	23503	SPG15	KIAA0321	ZINC FINGER FYVE-TYPE CONTAINING 26	human
ZFP36	7538		RNF162A,TIS11,G0S24,TTP,NUP475	ZFP36 RING FINGER PROTEIN	human
RBL2	5934		RB2,P130	RB TRANSCRIPTIONAL COREPRESSOR LIKE 2	human
AKT2	208			AKT SERINE/THREONINE KINASE 2	human
CDK1	983	CDC2	CDC28A	CYCLIN DEPENDENT KINASE 1	human
NKAIN2	154215	TCBA1	FAM77B	SODIUM/POTASSIUM TRANSPORTING ATPASE INTERACTING 2	human
